review_status,display_tier,kevin_manual_tier,ai_prescreen_tier,company,category,location,website,email,phone_whatsapp,product_fit,huasue_series_fit,recommended_angle,recommended_first_channel,contact_status,followup_status,next_action,background_research_status,scale_check_status,revenue_status,social_media_status,kevin_feedback_notes,feedback_source,source_notes
已审核,T4,T4,,Wellbond Food Industries (M) Sdn Bhd,sauce_condiment_oem,,https://wfigroup.asia/,hello@wfigroup.asia,+6011-1023 1769 / +603-2856 6395 / website/whatsapp/email/phone,PP tubs for sauces/pastes; foodservice containers; IML branded sauce containers,B/T first; A/K optional,PP tubs for sauces/pastes; foodservice containers; IML branded sauce containers,WhatsApp first + phone / Research / Gmail,research_prepared_not_contacted / gmail_draft_created,gmail_draft_created,WhatsApp official number; if no reply call office; ask for packaging sourcing person / WhatsApp official number; call office if no reply / Review and send Gmail draft r7895999702134408614; then WhatsApp/phone +6011-1023 1769,not_started,not_checked,not_checked,not_checked / linkedin: unknown; facebook: unknown,Low/no opportunity under current injection-packaging focus.,kevin_selection_feedback_round_2026-07-05.md,"Easy contact route and sauce tub fit; likely faster response than larger accounts. / Draft created: draft_id=r7895999702134408614; message_id=19f2bfea1b9ecc1c. Attachments: B PP tamper-evident, K PP meal boxes."
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Adabi Consumer Industries,sauce_condiment_oem,Malaysia,https://www.adabi.com/,,,"spices, sauces, paste, flour mixes",B/T first; A/K optional,new SKU or foodservice packaging trials,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 line_risk,,T4 line_risk,AsianMeals,food_oem_private_label,Malaysia,https://asianmeals.com/services/private-label-oem-manufacturing/,,,"private label sauces, pastes, ready-to-cook food",B/T first; A/K optional,ready-to-cook sauce tub and OEM branded pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 line_risk,,T4 line_risk,Ayamas Food Corporation,frozen_food,Malaysia,https://www.ayamas.com.my/,,,"chicken, frozen/ready food",B/T first; A/K optional,ready meal/frozen food lidded container,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Bidor Kwong Heng Sdn Bhd,sauce_condiment_oem,Perak,https://www.bidorkwongheng.com/,,,"soy sauce, bean paste, condiments",B/T first; A/K optional,"condiment packaging, foodservice pail, retail pack",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Brahim's,sauce_condiment_oem,Malaysia,https://www.brahimsfood.com/,,,"ready meals, sauces, pastes",B/T first; A/K optional,ready meal tray and sauce/paste packs,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,Danone,dairy / yogurt / nutrition,multinational,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy packaging benchmarking,Background/contact research first,,uncontacted,Only do market-intelligence research unless Malaysia buyer contact found,not_started,not_checked,not_checked,not_checked,,,Large global procurement; difficult.
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Diamond,food brand / dairy / canned or ingredient brand,unknown,,,,,B/T cups or tubs; custom validation needed,needs verification,Background/contact research first,,uncontacted,Identify exact brand owner before any outreach,not_started,not_checked,not_checked,not_checked,,,Logo ambiguous; verify before action.
未审核-AI预筛,T4 line_risk,,T4 line_risk,Dollee,sauce_condiment_oem,Malaysia,https://www.dollee.com/,,,"cooking paste, sauce, curry paste",C/E first; T/J optional,"paste tub, foodservice pail, retail display",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,Harvest Bakery Ingredients Sdn. Bhd.,,,,,,,C/E first; T/J optional,,Background/contact research first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,Khong Guan Malaysia,,,,,,,T/J first; F/E optional,,Background/contact research first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Kimball Malaysia,sauce_condiment_oem,Malaysia,https://www.kimball.com.my/,,,"sauces, pasta sauce, condiments",B/T first; A/K optional,sauce/paste promotional pack and foodservice tub,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,Kraft,cheese / sauces / processed food,multinational,,,,,B/T first; A/K optional,PP tubs / cheese/spread containers / sauce packaging benchmark,Background/contact research first,,uncontacted,Find Kraft Heinz Malaysia procurement/entity if available,not_started,not_checked,not_checked,not_checked,,,Difficult but useful benchmark.
未审核-AI预筛,T4 line_risk,,T4 line_risk,Lactel,dairy / yogurt / milk,regional multinational,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy tubs / lids,Background/contact research first,,uncontacted,Find Malaysia/Singapore procurement or local manufacturer/distributor,not_started,not_checked,not_checked,not_checked,,,Long-cycle multinational.
未审核-AI预筛,T4 line_risk,,T4 line_risk,Leggo's,sauce / tomato paste / foodservice,Australia/overseas brand,,,,,B/T first; A/K optional,PP tubs / sauce containers / foodservice packs,Background/contact research first,,uncontacted,Find SEA distributor/manufacturer if relevant,not_started,not_checked,not_checked,not_checked,,,Could be export-market clue rather than Malaysia lead.
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Life Sauces / Region Food Industries,sauce_condiment_oem,Malaysia,https://lifesauces.com.my/,,,"sauces, cold dressing, cooking paste",B/T first; A/K optional,"sauce cup, dressing tub, food service container",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 line_risk,,T4 line_risk,Lion,beverage / dairy / food group,Australia/Japan/unknown exact entity,,,,,B/T cups or tubs; custom validation needed,unknown,Background/contact research first,,uncontacted,Identify exact brand owner/entity before outreach,not_started,not_checked,not_checked,not_checked,,,Logo ambiguous; do not act yet.
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Mak Nyonya,sauce_condiment_oem,Malaysia,https://maknyonya.com/,,,"sauce, paste, cooking ingredients",B/T first; A/K optional,paste/sauce retail container and sample pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4/T5 soft_pack_line_risk,,T4/T5 soft_pack_line_risk,Medallion Milk Co.,dairy/beverage; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,dairy/beverage products,B/T cups or tubs; custom validation needed,"cups, lids, secondary retail packaging, paper cups for sampling",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,Munchy's / MunchWorld / URC Malaysia,,,,,,,T/J first; F/E optional,,Background/contact research first,,uncontacted / 未跟进-待背景调查,Duplicate/alias of URC Malaysia / Munchy's. Use the main URC full development pack instead.,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,Parmalat,dairy,multinational/regional,,,,,B/T cups or tubs; custom validation needed,PP dairy cups / yogurt packaging benchmark,Background/contact research first,,uncontacted,Find Malaysia/SEA entity and packaging contact,not_started,not_checked,not_checked,not_checked,,,Long-cycle.
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,POPOLO Group / W.C.S. Food Industries,,,,,,,T/J first; F/E optional,,Background/contact research first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 line_risk,,T4 line_risk,Ramly Food Processing,frozen_food,Selangor,https://ramly.com.my/,,,"frozen burgers, nuggets, processed meat",B/T first; A/K optional,frozen processed food tray and promo pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T4 line_risk,,T4 line_risk,Sin Hwa Dee Industries Sdn Bhd,sauce/condiment manufacturer; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,sauces/pastes/condiments,B/T first; A/K optional,"PP cups, sauce tubs, small pails, IML packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,The Coffee Bean & Tea Leaf Malaysia,cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,coffee chain,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, takeaway packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,,,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
未审核-AI预筛,T4 AI_prescreen,,T4 AI_prescreen,The Margaret River Dairy Company,dairy / yogurt / cheese,Australia brand,,,,,B/T cups or tubs; custom validation needed,PP dairy cups / tubs; export-market benchmark,Background/contact research first,,uncontacted,Use as benchmark unless SEA import/distributor contact found,not_started,not_checked,not_checked,not_checked,,,More export-market intelligence than Malaysia quick lead.
已审核,T5,T5,,Farm Fresh,dairy / yogurt / beverage,Malaysia brand,,,,,F/E first; T/J optional,PP dairy cups / yogurt cups / dessert tubs / lids,Background/contact research first,,uncontacted,Find Farm Fresh procurement/packaging contact and current pack formats,not_started,not_checked,not_checked,not_checked,Dairy cartons/folded boxes; weak fit.,kevin_selection_feedback_round_2026-07-05.md,Strong local brand; good reverse lead.
已审核,T5,T5,,Farmland Bakery (M) Sdn Bhd,frozen bakery and private label / food_sweet_expanded,Senai Johor,https://www.farmlandbakery.com/,info@farmlandbakery.com,+607 595 9799 / +607 595 9789,frozen tortilla pizza base bread paratha private label,C/E first; T/J optional,"frozen bakery packs, PP trays, retail packs, foodservice containers",Email/Phone,email_bounced_corrected_draft_ready,email_bounced_corrected_draft_ready,Original info@farmlandbakery.com.my bounced because domain has no usable DNS/MX; new Gmail draft r-1553282530517304248 created for info@farmlandbakery.com. Backup: sales.enquiry@farmlandbakery.com / website form / phone +607 595 9799,not_started,not_checked,not_checked,not_checked,No clear opportunity now.,kevin_selection_feedback_round_2026-07-05.md,"Third batch food/sweet focus. Category: frozen bakery and private label. Angle: frozen bakery packs, PP trays, retail packs. Website added in signature. 2026-07-03 email domain corrected after bounce."
已审核,T5,T5,,TCL Food Link Sdn. Bhd.,Japanese food importer/distributor,Petaling Jaya Selangor Malaysia,https://tclfoodlink.com.my,,,,B/T first; A/K optional,Food tray takeaway box frozen/chilled packaging distribution channel,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,"Japanese food channel / frozen-chilled food customer entry / restaurant-supermarket resources. Only small opportunities: tasting cups, sauce cups, frozen trays, Japanese bento packaging. Too indirect for current priority.",kevin_selection_feedback_round_2026-07-06.md,
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,Devondale,dairy,Australia/overseas brand,,,,,B/T cups or tubs; custom validation needed,PP dairy packaging benchmark,Background/contact research first,,uncontacted,Use as benchmark; verify SEA contact before outreach,not_started,not_checked,not_checked,not_checked,,,Not first-wave Malaysia target.
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,Eco Plus Packaging (M) Sdn Bhd,one-stop packaging solution,Shah Alam Selangor Malaysia,https://www.ecopluspackaging.com.my,,,,Needs product-format check,Supply/reseller partnership for PP containers and branded packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,Fuji Fastener,fastener manufacturer,Selangor Malaysia,https://www.fujifastener.com,,,,Non-food track; lower current priority,Heavy-duty small boxes compartment packs labels,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,Milky Way Food Industries Sdn Bhd,,,,,,,Needs product-format check,,Background/contact research first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,Siggi's,yogurt / dairy,US/overseas brand,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy cups / benchmark only,Background/contact research first,,uncontacted,Check whether Malaysia/SEA entity exists,not_started,not_checked,not_checked,not_checked,,,Likely not immediate Malaysia target.
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,T Rex Metalware Packaging Ware,channel_wholesaler,Malaysia,https://www.trexmetalware.com.my/ourproducts/cid/247200/cat/packaging-ware/,,,Retail/online packaging ware including plastic food containers,Needs product-format check,Retail channel for small-volume plastic food containers; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T5/T6 AI_prescreen,,T5/T6 AI_prescreen,Vaalia,yogurt / probiotic dairy,Australia/overseas brand,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy tubs,Background/contact research first,,uncontacted,Use as packaging benchmark unless local SEA procurement found,not_started,not_checked,not_checked,not_checked,,,Not first-wave Malaysia target.
已审核,T6,T6,,Pengeksport Nanas MY,pineapple exporter/association; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,fruit/export products,Supply-chain outsourcing; not HUASUE-only,"export retail packs, clear boxes, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,Little opportunity under current HUASUE route. It appears to be fresh pineapple export rather than deep processed food. Only reconsider if there is processed pineapple / retail gift packaging.,kevin_selection_feedback_round_2026-07-06.md,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
已审核,need_more_info_small_volume,need_more_info_small_volume,,Cherita Chocolate,chocolate brand/manufacturer; food_direct_customer / chocolate_gift_pack,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/ / https://cheritachocolate.com/,cheritachocolate@gmail.com,+60 19-663 3463 / facebook/instagram/whatsapp/email,chocolate products / PET transparent boxes for chocolate gift packs; PET jars for gourmet snacks; premium display packs,F/E first; T/J optional,"PET jars, premium gift packaging, clear retail boxes / PET transparent boxes for chocolate gift packs; PET jars for gourmet snacks; premium display packs",WhatsApp + Instagram/Facebook DM / Research / Gmail,needs_contact_research / research_prepared_not_contacted / gmail_draft_created,gmail_draft_created,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach. / WhatsApp or Instagram DM with visual-first packaging sample message / WhatsApp or Instagram/Facebook DM with visual-first packaging sample message / Review and send Gmail draft r3864726390894517262; then WhatsApp/Instagram visual follow-up,not_started / trial_researched_2026-07-04,not_checked,not_checked,not_checked / checked_brand_social_signal / linkedin: Founder Rizaini Mokhtar signal from web search / industry content; facebook: Facebook page signal with phone/email/website,"Product fit possible, but likely small volume; check scale before spending too much time.",kevin_selection_feedback_round_2026-07-05.md,"FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands. / Premium chocolate/gifting fit; approach visually with PET box/jar samples. / Draft created: draft_id=r3864726390894517262; message_id=19f2bff47ba55bb6. Attachments: F PET jars, E PET boxes."
已审核,pending_review,pending_review,,FamilyMart Malaysia,convenience/F&B retail; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,convenience food and beverage retail,B/T first; A/K optional,"ready-meal containers, paper cups, takeaway packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,Kevin will review later. Do not finalize these rows yet.,kevin_selection_feedback_round_2026-07-06.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,Unknown,Unknown,,G&H Cake House Sdn Bhd,cake/bakery; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,cake house / bakery products,C/E first; T/J optional,"cake display trays, PET bakery boxes, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,"Exhibition customer, not enough info; website not found.",kevin_selection_feedback_round_2026-07-05.md,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
已审核,need_scale_check,need_scale_check,,Kenny Hills Bakers,bakery cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,bakery and cafe products,C/E first; T/J optional,"PET cake display trays, bakery boxes, paper bags, paper cups",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,"Need detailed analysis: store count, daily packaging consumption, export/private-label direction, MOQ tolerance.",kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,need_scale_check,need_scale_check,,Komugi Malaysia,bakery cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,bakery/cafe chain,C/E first; T/J optional,"PET bakery boxes, cake trays, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,Same chain-bakery consumption problem.,kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,Long-term direction,Long-term direction,,Pet Lovers Centre Malaysia,pet_reptile_aquarium,Malaysia,https://www.petloverscentre.com.my/,,,pet retail chain,Non-food track; lower current priority,private label pet containers and accessory packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,Pet food is a large direction; not immediate main food-show priority.,kevin_selection_feedback_round_2026-07-05.md,
已审核,Uncertain / non-food,Uncertain / non-food,,POPULAR Malaysia,office_stationery_storage,Malaysia,https://www.popular.com.my/,,,"bookstore, stationery, office supplies",Non-food track; lower current priority,stationery organizer/private label packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,"Office-supplies direction, not yet validated.",kevin_selection_feedback_round_2026-07-05.md,
未审核-AI预筛,HOLD,,HOLD,Global Premium Resources Sdn Bhd / GPR Food,bakery_biscuit_cookie,"Lot 52885, Batu 2, Jalan Minyak Beku, 83000 Batu Pahat, Johor, Malaysia",https://gprfood.com/gold/contact-us/,info@gprfood.com.com / leong@gprfood.com,+607-433 3099,"Butter cookies, cookie tins/boxes, PET display packs, festive packs",T/J first; F/E optional,Butter cookie gift packs and clear PET packaging for retail shelf display,Email,hold_do_not_contact,hold_do_not_contact,Hold. Do not contact GPR until Kevin confirms.,not_started,not_checked,not_checked,not_checked,,,"Second batch. Email needs final verification from public sources; call is important. Angle: butter cookie PET boxes, cookie jars, clear gift packs. Kevin said GPR should not be contacted for now on 2026-07-03."
