workbench_id,row_id,source_pool,original_review_status,original_tier,company,category,location_or_country,booth,website,email,phone_whatsapp,product_packaging_signal,huasue_route,recommended_angle,risk_to_check,first_action,kevin_feedback_notes,source_link,source_notes
WB035,N015,new_nonduplicate_90,未审核-新候选,T0,"ZHANGZHOU JIASHENG FOOD CO., LTD",packaged food exhibitor,CHINA,2C048 HALL 2,,,,New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.","Not yet Kevin-reviewed; must confirm official website, current packaging photos, manufacturer/trader role and scale.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB036,N016,new_nonduplicate_90,未审核-新候选,T0,"ZHANGZHOU SHILIWANG FOOD CO., LTD",packaged food exhibitor,CHINA,2D072 HALL 2,,,,New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.","Not yet Kevin-reviewed; must confirm official website, current packaging photos, manufacturer/trader role and scale.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB037,N018,new_nonduplicate_90,未审核-新候选,T0,"ZHANGZHOU YONGCHENG FOOD CO., LTD",packaged food exhibitor,CHINA,3J158 HALL 3,,,,New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.","Not yet Kevin-reviewed; must confirm official website, current packaging photos, manufacturer/trader role and scale.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB038,N025,new_nonduplicate_90,未审核-新候选,T0,"ZHIFU FOOD (BAODING) CO., LTD.",packaged food exhibitor,CHINA,4R289 HALL 4,,,,New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.","Not yet Kevin-reviewed; must confirm official website, current packaging photos, manufacturer/trader role and scale.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB039,M019,old_master_233,已审核,T1-T2,Bens Chocolate,chocolate brand/manufacturer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,chocolate products,F/E first; T/J optional,"PET jars, clear chocolate gift boxes, inner trays and premium retail display packaging; T/J only if they use tubs or secure PP boxes.",,Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,T/J can be tested; chocolate category has some fit.,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB040,M020,old_master_233,已审核,T1-T2,Bino Confectionary,confectionery/chocolate; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,confectionery products,F/E first; T/J optional,"PET jars, transparent candy boxes, confectionery gift packs",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,Opportunity exists but uncertain.,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB041,M015,old_master_233,未审核-AI预筛,T1 AI_prescreen,Hup Seng,bakery_biscuit_cookie,"14, Jalan Kilang, Kawasan Perindustrian Tongkang Pecah, 83010 Batu Pahat, Johor Darul Takzim, Malaysia",,https://www.hupseng.com/contact-us,hupseng@hupseng.com; shirleytio@hupseng.com,+607-415 1211,"Crackers, biscuits, family packs, gift tins, inner trays",T/J first; F/E optional,New product/festive packaging trial rather than replacing mature mass packaging,,Follow up by email or phone; no WhatsApp available,,,
WB042,M016,old_master_233,未审核-AI预筛,T1 AI_prescreen,Khong Guan Biscuit Factory (Johore) Sdn Bhd,bakery_biscuit_cookie,"PLO 16, Senai Industrial Estate, 81400 Senai, Johore, Malaysia",,https://www.khongguan.com.my/email-us/,emailus@khongguan.com.my,1800-22-6188,"Biscuits, family packs, gift packs, tins, inner tray",T/J first; F/E optional,Gift packs and family packs: plastic tray/clear pack as seasonal alternative,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB043,M009,old_master_233,已审核,T1,KOON BROTHER SDN BHD / MyBizcuit,biscuit/cookie manufacturer,Johor Malaysia,,https://koonbrothers.com,,,,T/J first; F/E optional,Absorbent/anti-break tray PET/PP box gift box inner tray,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Opportunity if they want to change packaging.,,
WB044,M017,old_master_233,未审核-AI预筛,T1 AI_prescreen,London Biscuits,snack_confectionery,Johor,,https://www.londonbiscuits.com.my/,,,"biscuits, cakes, snack products",T/J first; F/E optional,"cake tray, biscuit display box",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB045,M010,old_master_233,已审核,T1,Magnus Oriental Supplies (M) Sdn. Bhd.,food packaging supplier,Subang Jaya Selangor Malaysia,,https://www.magnusoriental.com.my,,,,Non-food track; lower current priority,Channel/reseller for PP/PET containers and disposable packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Opportunity exists but not fully confirmed.,,
WB046,M027,old_master_233,已审核,T1-T3 long-term,Mamee,noodles / snacks / confectionery,Malaysia local/regional brand,,,,,,F/E first; T/J optional,PP tubs / snack containers / PET jars / promotional packs,,Check whether already in customer pool; find packaging/R&D/procurement contacts; add to food-direct priority if missing,"Worth building a file and long-term follow-up, but current visible product formats are mostly soft packs, chips/foil-paper type snack packs, noodles, beverages and food-service products. Need to watch for new product/packaging ideas rather than push standard injection packaging.",,Strong Malaysia fit; likely worth direct development.
WB047,M028,old_master_233,已审核,T1-T3 long-term,Mamee-Double Decker,snack_confectionery,Melaka,,https://mamee.com/,,,"snacks, confectionery, instant noodles",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,"Worth building a file and long-term follow-up, but current visible product formats are mostly soft packs, chips/foil-paper type snack packs, noodles, beverages and food-service products. Need to watch for new product/packaging ideas rather than push standard injection packaging.",,
WB048,M021,old_master_233,已审核,T1-T2,Meika Food Industries Sdn. Bhd.,chocolate confectionery snack manufacturer,Balakong Selangor Malaysia,,https://www.meikafoods.com/,,+603 8941 0959,chocolate bars chocolate candy snacks,F/E first; T/J optional,"chocolate/candy PET jars, transparent display boxes, confectionery gift packs",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Opportunity exists.,,
WB049,M011,old_master_233,已审核,T1,Oriental Food Industries Sdn Bhd,bakery_biscuit_cookie,"No. 65, Jalan Usaha 7, Ayer Keroh Industrial Estate, 75450 Melaka, Malaysia",,https://www.ofih.com.my/contact-us/,info@ofi.com.my; hrd@ofi.com.my,+606-231 0333,"Biscuits, cakes, wafers, snacks, assorted packs",T/J first; F/E optional,"Wafer/biscuit assorted packaging: inner tray, clear display, promotion pack",,Send targeted email or call +606 231 0333,Opportunity exists but not fully confirmed.,,"Drafted targeted email for Oriental Food. Product categories: biscuits, cakes, snacks, wafers. Angle: T-series tubs, J-series samples, PET jars, clear containers, trays; request packaging/purchasing/product development contact."
WB050,M012,old_master_233,已审核,T1,Radiant Chocolate & Food Industries Sdn Bhd,chocolate manufacturer / chocolate manufacturer; food_direct_customer / food_sweet_expanded,Kedah / Malaysia / FDM featured,,https://radiantfood.com.my/contact-us/ / https://www.fooddrinksmalaysia.com/who-exhibits/,sales@radiantfood.com.my,+604-4211234 / +6012-8926928 WhatsApp,chocolate and food products,F/E first; T/J optional,"chocolate PET jars, gift packs, clear boxes, festive retail packaging / PET jars, clear boxes, festive gift packaging",,Original sales@radiantfood.com bounced because domain is not usable for mail; new Gmail draft r2337989519266554577 created for sales@radiantfood.com.my; follow up by WhatsApp +6012-8926928 / 先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,Potential for custom packaging.,,"FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands. / Third batch food/sweet focus. Category: chocolate manufacturer. Angle: chocolate PET jars, gift packs, clear boxes. Website added in signature. 2026-07-03 email domain corrected after bounce."
WB051,M013,old_master_233,已审核,T1,SHOON FATT BISCUIT & CONFECTIONERY FACTORY SDN. BHD.,biscuit confectionery manufacturer,Perak Malaysia,,https://www.shoonfatt.com,,,,T/J first; F/E optional,Plastic tray PET/PP box bakery display packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Good biscuit/confectionery target.,,
WB052,M014,old_master_233,已审核,T1,Sweetkiss Food Industry Sdn. Bhd.,chocolate confectionery manufacturer / food_sweet_expanded,Semenyih Selangor Malaysia,,https://www.sweetkissfood.com/,info@sweetkissfood.com,+603-8724 4188 / +603-8724 4688,chocolates and snack products,F/E first; T/J optional,"chocolate gift boxes, clear PET jars, candy display containers, festive packs",,Review/send Gmail draft r6667479046208997717; then follow up by WhatsApp/phone where available,Product review suggests good opportunity.,,"Third batch food/sweet focus. Category: chocolate and snack products. Angle: chocolate gift boxes, clear PET jars, candy display containers. Website added in signature."
WB053,M031,old_master_233,已审核,T1-T3,Symphony Confect,confectionery manufacturer; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,confectionery products,F/E first; T/J optional,"candy PET jars, transparent display containers, gift packs",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,Not a simple stock-item lead. Route should be custom mold / custom packaging. Website/product impression suggests they have their own packaging aesthetics and higher design requirements.,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
