priority_action,final_tier,company,sources,route_included,route_area,route_seq,size_class,customer_type,fit_product,phone,email,website,maps,address,has_maps,has_phone,has_email,open_status,distance_km,review_status,contact_status,followup_status,gmail_draft_id,next_action,risk,notes,photo_paths,entity_key,tier_group,country_scope,channel_track,data_confidence,last_updated
Meet at exhibition,T0,EMSAL SEKERLEME KURUYEMIS GIDA SAN. A.S,160 T0/T1整合池; 323总审核池; 2026-07-18 consolidated master; 2026-07-11 exhibition booth walklist,Yes,FDM by SIAL 2026 / Chocolate Show 2026; HALL 2,2D067 HALL 2,,sweets / confectionery exhibitor | 巧克力/糖果/甜品制造,"New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth.; E/F PET clear boxes and jars; custom rigid gift/display packaging; T/J only if snack tubs or secure boxes appear.; Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.",,uretim@emsalkuruyemis.com,https://www.fooddrinksmalaysia.com/exhibitors-list/,,TURKIYE,No,No,Yes,,,Pending review,"Draft r8995446262318881369 created 2026-07-07; customized for nuts/confectionery PET jars, clear boxes and PP tubs.",Not started,,"Draft r8995446262318881369 created 2026-07-07; customized for nuts/confectionery PET jars, clear boxes and PP tubs.","Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.; Not yet Kevin-reviewed; must confirm official website, current packaging photos, manufacturer/trader role and scale.","FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact. / 2026-07-07 Gmail outreach update: Draft r8995446262318881369 created 2026-07-07; customized for nuts/confectionery PET jars, clear boxes and PP tubs.; MITEC Kuala Lumpur; 2026-07-21 to 2026-07-23; Source has booth number from FDM official exhibitor list; this is not confirmed as MIFB KLCC booth.",,emsalsekerlemekuruyemisgidasanas,T0,Malaysia / event-discovered; TURKIYE,rigid_food_packaging,High,2026-07-21
Route now,T0/T1,Eng Bee Confectionery Sdn Bhd,31中大型路线池; Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,Yes,A1 Klang / Port Klang; A1 Klang / Port Klang west line,3,Maybe medium - phone verify,糖果/零食/甜品,T/J系列、PET罐/盒；部分糖果可用透明展示包装,017-375 1773,,,https://www.google.com/maps/place/Eng+Bee+Confectionery+Sdn+Bhd/data=!4m7!3m6!1s0x31cc53640b4ab555:0xb1bc321b8778c5bd!8m2!3d3.0728517!4d101.4172096!16s%2Fg%2F11z2gpqkl4!19sChIJVbVKC2RTzDERvcV4hxsyvLE?authuser=0&hl=zh-CN&rclk=1,"面包批发商 · 12, Jalan Sungai Beting 2, Off, Jalan Sungai Putus",Yes,Yes,No,周六可跑 周六08:00,14.0,Google Maps screened,Not contacted,Not started,,问是否有罐装/桶装/礼盒 SKU 和采购负责人,,"company/factory/channel; company/factory/channel signal; 5.0(1); confectionery manufacturer Klang Malaysia; 新地图线索; Eng Bee Confectionery Sdn Bhd; 面包批发商 · 12, Jalan Sungai Beting 2, Off, Jalan Sungai Putus; 已结束营业 · 开始营业时间：周六08:00 · 017-375 1773; ; 路线",,engbeeconfectionery,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0/T1,ES Food Industries Sdn Bhd,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-20 field visit plan; 2026-07-12 offsite visit pool,Yes,2026-07-20 field route,5,Field-verified target,food manufacturer; food_direct_customer,"food products; Supply-chain outsourcing; not HUASUE-only; food containers, retail packs, paper bags; T小桶、PP防盗桶、配料容器、酱料类硬包装。",+603-5192 6688 / +603-5192 2299,inquiry@esfood.com.my,https://www.fooddrinksmalaysia.com/exhibitors-list/,https://www.google.com/maps/search/?api=1&query=No.11%2C%20Persiaran%20Sabak%20Bernam%2C%20Section%2026%2C%20HICOM%20Shah%20Alam%2C%2040400%20Selangor%2C%20Malaysia,"Malaysia; No.11, Persiaran Sabak Bernam, Section 26, HICOM Shah Alam, 40400 Selangor, Malaysia",Yes,Yes,Yes,,,Field reviewed,needs_contact_research,uncontacted / 未跟进-待背景调查,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,"Possible opportunity, especially small tub/pail direction, but needs SKU/package verification because it also has paste/canned/ready-prepared product lines.; FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.; We make PP small pails and tamper-evident tubs. I would like to check whether your sauce or ingredient products have any tub/pail packaging projects.; NO_KNOWN_BOOTH / 展会外处理; 待背景调查",,esfoodindustries,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,High,2026-07-21
Develop contact,T0,Face-to-Face Noodle House,2026-07-12 Malaysia F&B chain pool; 2026-07-12 export-scale hot soup pool,No,,,Almost 30 outlets across 7 states; Taiwan presence; 25+ outlets,Sarawak noodle / soup noodle chain,汤面外卖碗；可能的普通餐盒/打包盒; High: menu includes traditional soup noodles and delivery network.,,,https://facetoface.com.my/,,,No,No,No,,,待深挖/待联系 | main_attack_needs_contact,Not contacted,Not started,,Call HQ/nearest store; ask whether soup noodles are packed hot and who buys packaging. | Verify official HQ contact; ask packaging procurement and hot soup delivery packaging format.,,规模够，但需要确认汤面外卖比例，不然可能以干面为主。; Near-30 store count can support export if centralized procurement exists.; Medium: product fit requires verification.; Hot soup valve if soup menu volume is meaningful; 25+ outlets,,facetofacenoodlehouse,T0,Malaysia,hot_soup_valve; rigid_food_packaging,Medium,2026-07-21
Route now,T0,Fonfood Industries Sdn Bhd / K.Rogers,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,巧克力/糖果/甜品制造,"Snack/cookie retail packs can use PP tubs, PET jars and clear boxes.",,,https://www.krogers.com.my/,,,No,No,No,,,Pending review,Not contacted,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Potential direct product fit; check exact SKU packaging. / Risk: Need official contact; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,fonfoodindustrieskrogers,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0/T1,Food Valley Sdn Bhd,31中大型路线池; Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,Yes,A2 Shah Alam / Subang / Klang; A2 Shah Alam / Subang / Klang central line,3,Medium/Large target,甜品原料/椰果/布丁,PP桶/T系列、小防盗桶；现有圆桶可替换,03-5510 6089,,,https://www.google.com/maps/place/Food+Valley+Sdn+Bhd/data=!4m7!3m6!1s0x31cc4d3ee15bd44b:0xae0623800cd5e43e!8m2!3d3.0698102!4d101.549072!16s%2Fg%2F11j03sdb4h!19sChIJS9Rb4T5NzDERPuTVDIAjBq4?authuser=0&hl=zh-CN&rclk=1,"速冻食品制造商 · Lot 20, Jalan Pengapit 15/19",Yes,Yes,No,营业时间待核实,8.3,Google Maps screened,Not contacted,Not started,,确认桶装规格、月用量、是否可看样品,,"company/factory/channel; named target; company/factory/channel signal; named medium-large candidate; 4.4(8); jelly pudding manufacturer Shah Alam Malaysia; 新地图线索; Food Valley Sdn Bhd; 速冻食品制造商 · Lot 20, Jalan Pengapit 15/19; 03-5510 6089; ; 网站; ; 路线",,foodvalley,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0,Foodvest Industries (M) Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,巧克力/糖果/甜品制造,Potential snack/confectionery display or tub packaging.,,,,,,No,No,No,,,Pending review,Not contacted,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Potential direct manufacturing route. / Risk: Need official website/contact and SKU proof; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,foodvestindustries,T0,Malaysia / event-discovered; Malaysia,research_only,Medium,2026-07-21
Route now,T0/T1,Francestle Chocolatier Chocolate Factory Outlet,31中大型路线池; Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,Yes,A2 Shah Alam / Subang / Klang; A2 Shah Alam / Subang / Klang central line,8,Maybe medium - phone verify,巧克力/可可/糖果,T/J系列、PET罐/盒、礼品展示包装；代工厂可问定制包装,018-975 8331,,,https://www.google.com/maps/place/Francestle+Chocolatier+Chocolate+Factory+Outlet/data=!4m7!3m6!1s0x31cc532405659375:0xef0abbc9e51cdaf5!8m2!3d3.0592014!4d101.4779043!16s%2Fg%2F1td4xc2t!19sChIJdZNlBSRTzDER9doc5cm7Cu8?authuser=0&hl=zh-CN&rclk=1,"巧克力店 · 2, Lrg Sungai Rasau 27",Yes,Yes,No,周六可跑 周六09:00,10.3,Google Maps screened,Not contacted,Not started,,优先问包装开发/采购，是否有礼品装、透明罐、节日桶装 SKU,,"company/factory/channel; 129 reviews; retail/shop; company/factory/channel signal; 129 Google reviews; retail/shop signal; 4.4(129); chocolate factory Klang Malaysia; chocolate factory Shah Alam Malaysia; confectionery manufacturer Klang Malaysia; 新地图线索; Francestle Chocolatier Chocolate Factory Outlet; 巧克力店 · 2, Lrg Sungai Rasau 27; 已结束营业 · 开始营业时间：周六09:00 · 018-975 8331; ; 路线; 外带; ·; 不提供堂食; ; 在线订餐",,francestlechocolatierchocolatefactoryoutlet,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0,G&R Foods Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,零食/坚果/休闲食品,"Crunchy roasted/deep-fried snacks and nuts fit T tubs, PET jars, clear display boxes.",,,https://www.gulfood.com/exhibitors/g-r-foods-sdn-bhd,,,No,No,No,,,Pending review,Not contacted,Not started,,contact research; likely high-priority phone if found,,Gulfood page says leading manufacturer of snacks/nuts with modern facility. / Risk: Need official email/contact; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,gandrfoods,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T0,Gemilang Food Manufacturing Sdn Bhd,160 T0/T1整合池; 超市实拍; 2026-07-18 consolidated master; 2026-07-17 corrected supermarket research,No,,,,Dry food / noodles,T/J by SKU + dry food jars; T/J按SKU；PET罐/干货透明罐,+6013-321 3968,gemilangfood@outlook.com,https://www.facebook.com/p/Gemilang-Food-%E6%89%8B%E5%B7%A5%E4%BC%8A%E9%9D%A2%E9%A3%9F%E5%93%81-61578243493765/,,Rawang / Selangor signal from job posts,No,Yes,Yes,,,Photo mapping corrected,超市来源邮箱待核验；旧草稿禁止发送,contact_discovery_required,r-4030845855284211845; r-4030845855284211845,先核验官网/Google Maps/LinkedIn/电话，再决定是否重建Gmail草稿,,127 OCR识别Gemilang Food Manufacturing; Phone +6013-3213968; EMAIL HOLD 2026-07-18: 超市实拍来源邮箱未核验，原邮箱=gemilangfood@outlook.com; Gemilang Food; 干面/干货包装，可能有桶罐/礼盒机会; 本地制造商；包装是否匹配要看是否有干货礼品装或高端零售装。; Facebook公开电话/邮箱；采购未确认; Facebook page shows wholesale/delivery angle,/Users/kevin/Desktop/超市实拍/C5ECE88C-80F4-40D8-AAC6-B5CE67F30044_4_5005_c.jpeg,gemilangfoodmanufacturing,T0,Malaysia / event-discovered; Malaysia,hot_soup_valve; rigid_food_packaging,High,2026-07-21
Develop contact,T0,Gigi Coffee,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 Malaysia F&B chain pool,No,,,150+ outlets signal,cafe chain; supply_chain_outsourcing,"large Malaysia cafe chain; Supply-chain outsourcing; not HUASUE-only; paper cups, paper bags, takeaway food containers, nonwoven bags; 纸杯、塑料杯、杯盖、纸袋、无纺布袋、杯托; paper cups; cup lids; sleeves; paper bags; delivery packaging",,,https://mifb.com.my/mycafeexpo/; https://gigicoffee.com/,,Malaysia,No,No,No,,,待深挖/待联系 | 待找总部采购联系人,needs_contact_research,uncontacted / 未跟进-待背景调查,,Find Gigi Coffee Sdn Bhd procurement/HQ; ask if they evaluate backup packaging suppliers. | Find HQ in Shah Alam and procurement/operations contact,,"Paper bags, nonwoven bags, cups, lids; mostly outsourced supply-chain, not current HUASUE core.; Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names.; 门店数量大，包装消耗明显。; Good local chain; not as huge as ZUS but still export-relevant if centralized; Medium-high: need HQ procurement.; External sourcing route: cups, lids, bags; Lark customer story and Jobstreet cite over 160 stores",,gigicoffee,T0,Malaysia / event-discovered; Malaysia,external_sourcing; rigid_food_packaging,Medium,2026-07-21
Develop contact,T0,GO Noodle House,160 T0/T1整合池; 2026-07-18 consolidated master; 2026-07-12 Malaysia F&B chain pool; 2026-07-12 export-scale hot soup pool; 2026-07-12 offsite visit pool,Yes,,,"30+ outlets Malaysia & Singapore; 18,000 bowls daily; 25M bowls served; 25+ outlets",Soup Mi Xian noodle chain,Noodle soup takeaway bowl with check-valve lid; 排气阀餐盒；汤粉/米线外卖碗; Very high: soup noodle volume and mall delivery.,,,https://www.gonoodlehouse.com.my/,,,No,No,No,,,待深挖/待联系 | main_attack,Call HQ; ask packaging/purchasing PIC,Not started,,Find HQ procurement/operations; ask if soup and noodle are separated and current packaging complaint. | Find HQ/purchasing; ask whether soup takeaway bowl/lid is centralized and if leakage complaints occur.,,Official site says 30+ outlets and 25M bowls served.; 日碗数高，汤面外卖痛点明确，月用量可能能支撑出口。; Daily bowl volume makes MOQ logic stronger than small restaurants.; Medium-high: HQ采购难度，但值得打。; Hot soup valve main target; 25+ outlets; NO_KNOWN_BOOTH / 展会外处理; Call HQ; ask packaging/purchasing PIC,,gonoodlehouse,T0,Malaysia / event-discovered; Malaysia,hot_soup_valve; rigid_food_packaging,Medium,2026-07-21
Meet at exhibition,T0,GOKMAVI PISMANIYE VE SEKERLEME GIDA LTD. STI.,160 T0/T1整合池; 323总审核池; 2026-07-18 consolidated master; 2026-07-11 exhibition booth walklist,Yes,FDM by SIAL 2026 / Chocolate Show 2026; HALL 2,2D067A HALL 2,,sweets / confectionery exhibitor | 巧克力/糖果/甜品制造,"New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth.; E/F PET clear boxes and jars; custom rigid gift/display packaging; T/J only if snack tubs or secure boxes appear.; Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.",,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,TURKIYE,No,No,No,,,Pending review,Use booth/source to verify products first; only then prepare outreach or meeting request.,Not started,,Use booth/source to verify products first; only then prepare outreach or meeting request.,"Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.; Not yet Kevin-reviewed; must confirm official website, current packaging photos, manufacturer/trader role and scale.","FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.; MITEC Kuala Lumpur; 2026-07-21 to 2026-07-23; Source has booth number from FDM official exhibitor list; this is not confirmed as MIFB KLCC booth.",,gokmavipismaniyevesekerlemegidasti,T0,Malaysia / event-discovered; TURKIYE,rigid_food_packaging,High,2026-07-21
Find contact,T0/T1,Grandeur Chocolate Malaysia,2026-07-17 corrected Google Maps discovery,No,,,,巧克力/可可/糖果,T/J系列、PET罐/盒、礼品展示包装；代工厂可问定制包装,012-346 0916,,,https://www.google.com/maps/place/Grandeur+Chocolate+Malaysia/data=!4m7!3m6!1s0x31cc46e66c61ceab:0x406172d68fc528fe!8m2!3d3.246449!4d101.651516!16s%2Fg%2F1ptzbnb5s!19sChIJq85hbOZGzDER_ijFj9ZyYUA?authuser=0&hl=zh-CN&rclk=1,"巧克力工厂 · 7, 7A, 7B & 7C, Jalan PS 9/1",Yes,Yes,No,,,Google Maps screened,Not contacted,Not started,,优先问包装开发/采购，是否有礼品装、透明罐、节日桶装 SKU,,"4.4(160); chocolate factory Selangor Malaysia; confectionery manufacturer Selangor Malaysia; 已在总表/前批地图; Grandeur Chocolate Malaysia; 巧克力工厂 · 7, 7A, 7B & 7C, Jalan PS 9/1; 已结束营业 · 开始营业时间：周六09:00 · 012-346 0916; ; 网站; ; 路线; 送货",,grandeurchocolatemalaysia,T0,Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T0,Happy Alliance (M) Sdn Bhd / Captain Dolphin,2026-07-22 field photo and official corporate research; 2026-07-22 field photo customer enrichment; 160 T0/T1整合池; 超市实拍; 2026-07-18 consolidated master; 2026-07-17 corrected supermarket research; 2026-07-22 official website and LinkedIn research,Yes,Tanjong Sepat / Kuala Langat,,Established manufacturer; LinkedIn reports 201-500 employees and exports to more than 20 countries,"Nata de coco, konjac jelly, pudding and dessert ingredient manufacturer/exporter",T handled PP pails; J tamper-evident PP tubs; custom mould and IML decoration,+603-3197 2857,sales@happyalliance.com; sales@captaindolphin.com.my; captaindolphinmy@gmail.com,https://www.happyalliance.com/; https://captaindolphin.com.my/,https://www.google.com/maps/search/?api=1&query=Happy+Alliance+M+Sdn+Bhd+Tanjong+Sepat,"Lot 2869, Kampung Tumbuk, 42800 Tanjong Sepat, Selangor, Malaysia",Yes,Yes,Yes,,,"Legal manufacturer, scale, export activity, contacts and current pail use reviewed",Gmail draft created,Draft pending Kevin review,r-4371190131730905244,"Email and call the factory; ask for purchasing, packaging sourcing or packaging development, then request a pail sample review meeting.",Factory is outside central Klang Valley; confirm meeting before making the trip.,"[KNOWN] Photo shows Captain Dolphin Nata De Coco in a 1.5 kg handled rigid pail. [KNOWN] Official and LinkedIn sources identify Happy Alliance as the manufacturer and exporter. [KNOWN] Targeted Gmail draft r-4371190131730905244 created on 2026-07-22. [INFERRED] This is a direct replacement opportunity for T/J series rather than PET cups.; 092只对应GoGoMas/Nata de Coco桶。Captain Dolphin/Huii Huang是否同源需再查，不应硬说同一公司; Corrected: not PET cup; EMAIL HOLD 2026-07-18: 超市实拍来源邮箱未核验，原邮箱=sales@captaindolphin.com.my, captaindolphinmy@gmail.com; Nata de Coco / GoGoMas類; 大圆桶装 Nata de Coco / 甜品配料，现有包装就是圆桶形态; 产品已经在用圆桶包装，HUASUE的防盗桶能直接对应其甜品配料/椰果桶装包装，切入逻辑比透明PET杯更直接。; 官网销售/出口邮箱; Happy Alliance官网",assets/field-photos-2026-07-22/captain-dolphin-nata-de-coco-pail.jpg; /Users/kevin/Desktop/超市实拍/63911017-BF9C-44AC-8553-EC87470C358C_4_5005_c.jpeg,happyalliancecaptaindolphin,T0,Malaysia; Malaysia / event-discovered,rigid_food_packaging,High,2026-07-22
